"date","invocationclass","region","runtime","artifactsize","memorysize","median_daily_duration"
"2020-05-26","warm-two","ap-southeast-1","java8","large","1536","24"
"2020-06-01","cold","eu-west-3","java8","large","1536","826"
"2020-06-10","cold","ap-southeast-1","java8","small","1536","656"
"2020-05-21","warm-one","ap-northeast-1","java11","large","1536","26"
"2020-06-15","cold","eu-west-1","java8","largeuberjar","512","949"
"2020-06-23","warm-two","us-east-1","java11","small","1536","21"
"2020-05-16","cool","us-east-2","java11","large","512","28"
"2020-06-27","warm-one","us-west-2","java8","large","1536","21"
"2020-06-18","warm-one","eu-central-1","java8","small","512","18"
"2020-05-11","cold","ap-southeast-1","java8","large","3008","848"
"2020-05-21","cool","us-west-2","java11","large","512","35"
"2020-05-20","warm-two","us-west-1","java8","largeuberjar","512","17"
"2020-06-18","cold","ap-southeast-2","java8","small","512","670"
"2020-05-20","warm-two","eu-west-1","java8","small","512","20"
"2020-06-07","warm-two","ap-northeast-1","java8","large","512","33"
"2020-06-27","cool","sa-east-1","java11","large","3008","37"
"2020-05-20","cool","ap-northeast-2","java11","large","512","34"
"2020-06-27","warm-one","eu-west-1","java11","small","1536","17"
"2020-06-12","warm-two","us-east-2","java8","large","1536","18"
"2020-06-09","warm-one","ap-southeast-1","java8","largeuberjar","512","19"
"2020-06-11","warm-one","us-west-2","java8","large","512","21"
"2020-06-23","warm-one","ap-southeast-2","python38","small","1536","18"
"2020-05-11","warm-two","us-west-1","java8","large","1536","19"
"2020-05-13","warm-one","ap-southeast-1","java11","large","1536","21"
"2020-05-15","warm-one","eu-west-2","java11","small","512","16"
"2020-05-22","cool","ap-southeast-2","java11","large","3008","35"
"2020-05-26","cold","us-east-1","java8","large","512","1069"
"2020-05-13","warm-one","us-west-1","java8","small","3008","19"
"2020-05-25","cold","ap-south-1","java8","large","512","884"
"2020-06-11","cold","ap-northeast-1","java8","large","512","1031"
"2020-05-30","cold","ap-southeast-1","java8","small","512","676"
"2020-05-16","warm-two","eu-central-1","java11","large","3008","24"
"2020-06-22","warm-one","eu-north-1","java8","large","1536","18"
"2020-05-24","cold","eu-west-1","java11","large","1536","954"
"2020-05-21","cool","eu-west-2","java8","large","1536","30"
"2020-06-18","warm-one","eu-west-1","java11","small","1536","17"
"2020-06-12","cold","eu-west-2","java8","largeuberjar","512","910"
"2020-06-13","warm-one","ap-south-1","java11","small","3008","14"
"2020-06-18","cool","ap-southeast-1","java8","largeuberjar","512","35"
"2020-05-23","warm-one","ap-northeast-2","java8","large","512","20"
"2020-06-15","warm-two","us-east-2","java8","large","3008","17"
"2020-05-23","warm-two","ap-south-1","java11","large","3008","19"
"2020-05-21","warm-two","ap-southeast-1","java8","large","1536","20"
"2020-06-10","cool","us-east-2","java11","small","1536","28"
"2020-06-10","warm-one","eu-central-1","java8","small","512","17"
"2020-06-10","cool","us-west-1","java11","large","3008","34"
"2020-05-21","warm-two","eu-west-1","java8","large","3008","17"
"2020-05-26","cold","ap-southeast-1","java8","small","3008","566"
"2020-06-11","cold","eu-west-1","java11","small","512","498"
"2020-05-17","warm-two","sa-east-1","java11","small","1536","24"
"2020-06-12","cold","sa-east-1","java8","large","1536","894"
"2020-06-07","cool","us-east-2","java8","large","1536","30"
"2020-06-09","warm-one","us-east-2","java11","small","1536","18"
"2020-05-13","cool","us-east-2","java11","large","3008","28"
"2020-05-13","cold","us-west-1","java8","small","3008","543"
"2020-06-07","warm-one","ap-south-1","python38","small","1536","17"
"2020-06-09","cool","ap-southeast-2","java11","small","3008","34"
"2020-05-13","cold","ap-southeast-1","java8","large","3008","869"
"2020-06-21","warm-one","eu-central-1","java11","large","512","18"
"2020-06-20","warm-two","eu-west-2","java11","large","3008","18"
"2020-05-14","cold","ap-northeast-1","java8","large","512","975"
"2020-05-30","warm-one","ap-southeast-1","java8","small","512","21"
"2020-06-22","cool","eu-west-1","java11","small","1536","29"
"2020-06-18","warm-two","ap-northeast-1","java11","small","512","30"
"2020-06-18","warm-one","eu-west-3","java8","largeuberjar","512","14"
"2020-05-23","cold","us-east-2","java11","small","512","477"
"2020-05-23","cool","ap-northeast-1","java8","small","3008","47"
"2020-06-09","cold","us-west-1","java8","large","1536","900"
"2020-06-27","cold","eu-west-2","java11","small","3008","387"
"2020-05-23","cool","eu-west-3","java8","large","3008","28"
"2020-06-12","warm-two","ap-southeast-1","java11","large","512","25"
"2020-05-15","warm-one","us-east-1","java8","small","3008","19"
"2020-06-12","warm-one","sa-east-1","java11","large","3008","18"
"2020-05-23","cold","ap-southeast-2","java8","small","1536","655"
"2020-06-27","cold","ap-northeast-2","java8","small","3008","555"
"2020-05-13","warm-one","ap-southeast-2","java11","large","512","19"
"2020-05-21","warm-two","ap-south-1","java11","large","512","23"
"2020-06-11","warm-one","us-east-2","java8","small","3008","16"
"2020-05-14","warm-one","eu-west-2","java8","largeuberjar","512","16"
"2020-05-16","cool","ap-southeast-2","java8","large","1536","35"
"2020-05-17","warm-two","eu-west-1","java11","large","3008","18"
"2020-05-11","warm-one","us-west-2","java11","small","512","20"
"2020-06-07","warm-two","us-east-2","java11","large","3008","15"
"2020-06-16","warm-one","eu-west-1","python38","small","1536","19"
"2020-06-16","warm-one","eu-central-1","java8","small","1536","18"
"2020-06-22","warm-one","eu-west-3","java8","small","1536","16"
"2020-05-13","warm-two","eu-west-1","java11","small","512","17"
"2020-05-16","warm-two","ap-south-1","java8","small","1536","19"
"2020-05-27","cold","us-east-2","java11","small","1536","476"
"2020-05-15","warm-two","eu-west-2","java8","large","512","21"
"2020-06-13","cold","sa-east-1","java11","large","512","915"
"2020-06-27","warm-two","eu-west-3","java11","large","512","16"
"2020-06-27","warm-one","eu-west-3","java8","largeuberjar","512","15"
"2020-06-07","warm-one","sa-east-1","java8","small","3008","21"
"2020-06-07","cool","eu-west-2","java8","small","512","33"
"2020-06-21","warm-two","us-west-1","java11","large","3008","17"
"2020-05-21","warm-one","ap-southeast-2","java11","small","512","20"
"2020-05-21","cold","ap-southeast-1","java8","small","3008","558"
"2020-05-22","cool","us-west-2","java11","small","3008","35"
"2020-06-04","cold","us-east-1","java11","large","1536","1316"
"2020-06-18","cool","us-west-1","java11","large","3008","34"
"2020-06-16","cold","eu-central-1","java8","small","1536","633"
"2020-05-09","warm-one","eu-west-1","java8","large","1536","17"
"2020-05-16","warm-one","ap-northeast-2","java11","large","512","18"
"2020-05-24","warm-one","us-west-1","java11","small","3008","19"
"2020-06-15","warm-one","us-east-2","java11","small","3008","19"
"2020-06-15","cold","us-east-2","java8","small","1536","640"
"2020-06-16","cold","us-east-1","java8","large","3008","992"
"2020-06-12","warm-two","eu-north-1","java8","small","3008","21"
"2020-05-26","warm-two","us-west-1","java8","small","1536","19"
"2020-05-09","warm-one","eu-west-2","java11","large","1536","16"
"2020-05-16","warm-two","sa-east-1","java11","large","512","24"
"2020-05-09","warm-one","eu-west-3","java11","large","512","17"
"2020-05-13","warm-two","sa-east-1","java8","large","1536","25"
"2020-05-13","warm-one","ap-southeast-1","java8","large","3008","20"
"2020-05-23","warm-two","ap-southeast-2","java8","large","3008","23"
"2020-05-14","warm-two","ap-southeast-2","java11","small","3008","22"
"2020-06-04","cool","eu-west-3","java11","large","1536","29"
"2020-05-17","cool","ap-northeast-1","java11","small","512","45"
"2020-05-27","cool","ap-northeast-2","python38","small","1536","34"
"2020-06-04","cold","ap-northeast-2","java8","large","512","872"
"2020-05-26","cold","ap-northeast-1","java11","large","1536","938"
"2020-06-22","cold","sa-east-1","java8","large","512","980"
"2020-06-22","warm-one","us-east-1","java8","largeuberjar","512","20"
"2020-06-09","warm-two","eu-west-2","java8","small","512","20"
"2020-05-29","cold","ap-southeast-1","java11","small","3008","401"
"2020-05-29","cool","ap-southeast-1","java8","large","3008","32"
"2020-06-19","warm-one","eu-west-1","java11","small","1536","18"
"2020-05-29","cold","eu-central-1","java8","small","512","684"
"2020-06-19","warm-one","ap-southeast-1","java11","small","3008","20"
"2020-06-19","cold","ap-southeast-2","java8","small","512","678"
"2020-06-19","cold","ap-northeast-1","java8","large","1536","1055"
"2020-06-19","warm-two","eu-west-2","java11","large","1536","17"
"2020-05-29","warm-one","us-east-2","java8","large","512","20"
"2020-06-19","cold","ap-southeast-1","java8","small","1536","652"
"2020-05-28","warm-one","eu-north-1","java8","large","1536","18"
"2020-05-28","warm-two","eu-central-1","java8","largeuberjar","512","19"
"2020-06-14","cool","ap-southeast-2","java8","large","3008","36"
"2020-06-02","cool","us-west-1","java11","small","3008","31"
"2020-05-28","warm-one","ap-south-1","java11","small","1536","14"
"2020-06-14","warm-two","sa-east-1","java8","large","512","24"
"2020-06-19","warm-two","ap-southeast-1","java8","large","3008","21"
"2020-05-28","warm-one","ap-southeast-2","java8","small","1536","19"
"2020-06-19","cool","ap-southeast-1","java8","largeuberjar","512","32"
"2020-06-02","cool","eu-central-1","java8","large","512","30"
"2020-05-28","warm-one","us-west-1","python38","small","1536","19"
"2020-06-14","cold","us-east-1","java11","large","1536","1056"
"2020-06-17","warm-two","eu-central-1","java11","large","1536","20"
"2020-06-17","cool","us-west-2","java8","small","3008","32"
"2020-06-17","warm-one","us-east-1","java8","small","1536","21"
"2020-05-28","warm-two","ap-southeast-2","java8","largeuberjar","512","26"
"2020-06-05","cool","us-east-2","java8","small","1536","29"
"2020-06-17","cold","eu-north-1","java8","small","3008","549"
"2020-06-06","warm-two","us-east-1","java11","small","1536","21"
"2020-06-02","cold","ap-northeast-1","java8","small","1536","675"
"2020-06-14","cold","ap-northeast-2","java8","large","512","891"
"2020-05-29","cold","ap-northeast-2","java11","small","1536","476"
"2020-05-28","cold","us-west-1","java8","large","512","1005"
"2020-06-06","cool","us-east-2","java11","large","1536","28"
"2020-06-05","warm-one","eu-west-1","java8","small","1536","19"
"2020-06-19","cool","us-west-1","java11","large","3008","34"
"2020-06-25","cold","ap-northeast-1","java8","large","512","975"
"2020-06-02","cool","ap-southeast-1","java11","large","3008","34"
"2020-05-28","cold","eu-central-1","java11","large","1536","1053"
"2020-06-28","cold","ap-northeast-1","java11","small","3008","427"
"2020-06-28","cool","us-west-2","java8","largeuberjar","512","31"
"2020-05-19","cool","us-west-1","java11","large","3008","32"
"2020-06-28","warm-one","us-east-1","java11","small","512","21"
"2020-06-03","warm-two","eu-west-3","java11","small","1536","15"
"2020-06-06","cool","eu-north-1","java8","small","1536","36"
"2020-06-03","warm-two","ap-southeast-2","java8","small","3008","23"
"2020-06-03","warm-two","eu-west-2","java8","large","512","20"
"2020-06-06","warm-one","ap-northeast-2","java8","large","3008","16"
"2020-06-03","cool","eu-central-1","java11","large","3008","29"
"2020-05-19","warm-two","eu-west-1","java8","large","1536","17"
"2020-06-14","warm-two","us-east-1","java8","largeuberjar","512","18"
"2020-06-26","cool","us-west-1","java8","large","1536","33"
"2020-06-02","cool","eu-west-1","java11","large","1536","31"
"2020-06-06","warm-one","sa-east-1","java8","small","1536","18"
"2020-06-26","warm-one","eu-west-2","java11","small","3008","17"
"2020-06-05","warm-two","eu-west-3","java8","large","512","17"
"2020-05-10","warm-two","eu-central-1","java8","small","3008","21"
"2020-05-10","cold","us-east-1","java11","small","1536","506"
"2020-06-25","warm-one","us-east-1","java11","small","3008","22"
"2020-06-25","warm-two","eu-west-2","java11","large","512","19"
"2020-05-10","cool","ap-southeast-2","java8","small","3008","33"
"2020-06-05","cold","eu-central-1","java8","large","512","1693"
"2020-06-03","cold","eu-west-2","java11","small","512","471"
"2020-06-03","cool","ap-southeast-2","java11","large","3008","35"
"2020-06-24","cool","eu-west-2","java11","large","512","31"
"2020-06-25","warm-two","ap-northeast-2","java8","large","512","20"
"2020-06-26","cool","eu-west-1","java11","small","512","30"
"2020-06-08","cool","sa-east-1","java11","small","512","44"
"2020-05-18","cold","eu-north-1","java8","largeuberjar","512","822"
"2020-06-28","warm-two","us-west-2","java8","large","3008","21"
"2020-06-26","warm-one","eu-central-1","java11","large","512","18"
"2020-05-18","cool","ap-south-1","java8","largeuberjar","512","28"
"2020-06-26","warm-one","ap-southeast-1","java8","small","1536","20"
"2020-05-18","cool","ap-southeast-1","java11","small","1536","36"
"2020-05-10","cold","eu-west-2","java11","small","512","456"
"2020-06-08","cool","us-west-1","java11","small","512","35"
"2020-06-08","warm-two","us-east-2","java11","large","3008","16"
"2020-06-06","cold","eu-west-3","python38","small","1536","232"
"2020-06-24","cold","us-west-2","java8","large","512","1048"
"2020-06-26","warm-two","ap-southeast-1","java8","largeuberjar","512","24"
"2020-06-24","cold","sa-east-1","java8","large","1536","1018"
"2020-05-10","warm-one","us-east-2","java8","small","1536","16"
"2020-05-10","cool","eu-west-2","java8","large","512","29"
"2020-06-24","warm-two","ap-southeast-1","java11","large","512","22"
"2020-06-08","warm-one","eu-west-2","java8","large","3008","18"
"2020-06-28","warm-one","us-west-2","java8","small","1536","17"
"2020-05-31","warm-two","us-west-1","java8","small","512","20"
"2020-06-08","cold","ap-south-1","java8","large","512","816"
"2020-06-28","cold","us-west-2","java8","small","1536","673"
"2020-05-29","warm-two","ap-northeast-2","java11","large","3008","21"
"2020-06-08","warm-two","ap-northeast-1","java8","large","512","28"
"2020-06-08","cold","us-west-1","java11","large","3008","834"
"2020-05-12","cool","eu-west-1","java11","small","512","29"
"2020-05-10","warm-two","ap-southeast-1","java8","large","512","21"
"2020-06-05","cold","us-west-1","java11","small","3008","407"
"2020-06-05","cold","ap-southeast-1","java11","large","3008","850"
"2020-05-12","cold","ap-southeast-1","java11","large","1536","912"
"2020-05-18","cool","ap-northeast-2","java11","small","3008","33"
"2020-06-03","cold","us-east-2","java11","large","1536","952"
"2020-06-28","cold","ap-south-1","java11","large","1536","808"
"2020-05-18","cold","us-west-2","java11","small","3008","430"
"2020-06-28","cool","eu-central-1","python38","small","1536","29"
"2020-06-14","cool","ap-south-1","java11","large","3008","27"
"2020-05-29","cold","us-east-1","java11","large","512","1038"
"2020-06-14","cool","eu-west-3","java11","large","1536","29"
"2020-05-18","cool","eu-west-1","java11","small","3008","29"
"2020-05-31","warm-two","sa-east-1","java8","small","512","25"
"2020-06-08","warm-one","eu-west-1","java8","large","1536","17"
"2020-06-06","cold","sa-east-1","java8","small","1536","655"
